manufacturer,model name,category,screen size,cpu,ram(GB),gpu,operating system,operating system version,weight(kg),price,resolution,screen_type,touchscreen,cpu_freq(GHz),storage_1_gb,storage_1_type,storage_2_gb,storage_2_type,cpu_brand,gpu_brand
Dell,Latitude 5480,Notebook,"14.0""",Intel Core i5 7300U ,8.0,Intel HD Graphics 620,Windows,10,1.64,11379359.16,1920x1080,,0.0,2.6,256.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 840,Ultrabook,"14.0""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.54,16781071.32,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Asus,ZenBook UX305CA-UBM1,Ultrabook,"13.3""",Intel Core M 6Y30 ,8.0,Intel HD Graphics 515,Windows,10,1.2,6482268.0,1920x1080,IPSPanel,0.0,0.9,512.0,SSD,0.0,NaN,Intel,Intel
MSI,GP62 7RDX,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050,Windows,10,2.4,11506248.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Legion Y720-15IKB,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,3.2,13329108.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Thinkpad X270,Ultrabook,"12.5""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.36,14671800.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics,Windows,10,2.25,4970628.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Latitude 5289,2 in 1 Convertible,"12.5""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.34,14849640.0,1920x1080,,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
HP,Probook 450,Notebook,"15.6""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,2.07,8091720.0,1920x1080,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050,Windows,10,2.9,13595868.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,VivoBook S15,Notebook,"15.6""",Intel Core i7 8550U ,8.0,Nvidia GeForce 940MX,Windows,10,1.7,9941256.0,1920x1080,,0.0,1.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,"14.0""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Windows,10,1.3,2311920.0,1920x1080,IPSPanel,0.0,1.1,32.0,FlashStorage,0.0,NaN,Intel,Intel
Lenovo,Thinkpad P50,Notebook,"15.6""",Intel Core i7 6820HQ ,16.0,Nvidia Quadro M2000M,Windows,7,2.5,21074040.0,3840x2160,,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,ThinkPad 13,Notebook,"13.3""",Intel Core i7 7500U ,16.0,Intel HD Graphics 620,Windows,10,1.4,13329108.0,1920x1080,IPSPanel,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 820,Ultrabook,"12.5""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.26,14040468.0,1920x1080,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
HP,Probook 470,Notebook,"17.3""",Intel Core i7 8550U ,8.0,Nvidia GeForce 930MX ,Windows,10,2.5,9292140.0,1920x1080,,0.0,1.8,256.0,SSD,0.0,NaN,Intel,Nvidia
HP,250 G6,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.96,5326219.08,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad 13,Notebook,"13.3""",Intel Core i3 7100U ,8.0,Intel HD Graphics 620,Windows,10,1.4,8438508.0,1920x1080,IPSPanel,0.0,2.4,256.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 850,Notebook,"15.6""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.84,10928179.08,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,1.2,12884508.0,1920x1080,,0.0,1.8,256.0,SSD,0.0,NaN,Intel,Intel
Toshiba,Portege X30-D-10J,Notebook,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.05,14867424.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,1.21,14662908.0,1920x1080,IPSPanel,0.0,1.8,256.0,SSD,0.0,NaN,Intel,Intel
Acer,Aspire 5,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Nvidia GeForce GTX 940MX,Windows,10,2.2,4170348.0,1366x768,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Latitude 7480,Ultrabook,"14.0""",Intel Core i7 7600U ,8.0,Intel HD Graphics 620,Windows,10,1.36,15783300.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Intel
Asus,UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10),Notebook,"14.0""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.4,8367372.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Toshiba,Tecra A50-D-11M,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,2.0,9461088.0,1920x1080,IPSPanel,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IKBN,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,No OS,,2.2,4161456.0,1920x1080,,0.0,2.5,128.0,SSD,0.0,NaN,Intel,Intel
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,"15.6""",AMD A9-Series 9420 ,4.0,AMD Radeon R5,Windows,10,1.91,4348099.08,1920x1080,,0.0,3.0,256.0,SSD,0.0,NaN,AMD,AMD
HP,Omen 15-AX205na,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,9772308.0,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,2.14,4801235.4,1366x768,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Alienware 17,Gaming,"17.3""",Intel Core i7 7700HQ ,32.0,Nvidia GeForce GTX 1070,Windows,10,4.42,27324137.88,1920x1080,IPSPanel,0.0,2.8,512.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,Thinkpad P51,Notebook,"15.6""",Intel Core i7 7820HQ ,16.0,Nvidia Quadro M2200M,Windows,10,2.5,21776508.0,1920x1080,,0.0,2.9,512.0,SSD,0.0,NaN,Intel,Nvidia
Asus,Rog GL702VS-BA023T,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,2.9,21509748.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,Rog GL752VW-T4308T,Gaming,"17.3""",Intel Core i7 6700HQ ,8.0,Nvidia GeForce GTX 960M,Windows,10,3.52,11670661.08,1920x1080,,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Vostro 5468,Notebook,"14.0""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,1.6,6543356.04,1920x1080,,0.0,2.0,128.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",AMD E-Series E2-9000 ,4.0,AMD Radeon R2 Graphics,Windows,10,2.2,3103308.0,1366x768,,0.0,2.2,128.0,SSD,0.0,NaN,AMD,AMD
HP,Probook 440,Notebook,"14.0""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.64,6926868.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 5578,2 in 1 Convertible,"15.6""",Intel Core i7 7500U ,16.0,Intel HD Graphics 620,Windows,10,2.09,10483668.0,1920x1080,,1.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i5 8250U ,8.0,AMD Radeon 530,Windows,10,2.2,6393348.0,1920x1080,,0.0,1.6,128.0,SSD,1000.0,HDD,Intel,AMD
Acer,Aspire ES1-531,Notebook,"15.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,Linux,,2.4,2569788.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
Apple,MacBook Air,Ultrabook,"13.3""",Intel Core i5 ,8.0,Intel HD Graphics 6000,Mac OS,X,1.35,8874216.0,1440x900,,0.0,1.6,256.0,FlashStorage,0.0,NaN,Intel,Intel
Dell,Inspiron 5577,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050,Windows,10,2.56,11108419.92,1920x1080,,0.0,2.8,512.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,Ideapad 700-15ISK,Notebook,"15.6""",Intel Core i5 6300HQ ,4.0,Nvidia GeForce GTX 950M,Windows,10,2.3,8687484.0,1920x1080,IPSPanel,0.0,2.3,1000.0,HDD,0.0,NaN,Intel,Nvidia
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,"13.9""",Intel Core i7 8550U ,16.0,Intel UHD Graphics 620,Windows,10,1.4,16441308.0,3840x2160,IPSPanel,1.0,1.8,512.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 5480,Notebook,"14.0""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.6,10018705.32,1366x768,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 120S-14IAP,Notebook,"14.0""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Windows,10,1.44,2596464.0,1366x768,,0.0,1.1,32.0,FlashStorage,0.0,NaN,Intel,Intel
Lenovo,IdeaPad Y700-15ACZ,Gaming,"15.6""",AMD FX 8800P ,16.0,AMD Radeon R9 M385,Windows,10,2.5,8883108.0,1920x1080,IPSPanel,0.0,2.1,512.0,SSD,1000.0,HDD,AMD,AMD
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,"14.0""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.8,7407124.92,1920x1080,,1.0,2.3,128.0,SSD,0.0,NaN,Intel,Intel
Asus,Rog G752VL-UH71T,Gaming,"17.3""",Intel Core i7 6700HQ ,24.0,Nvidia GeForce GTX 965M,Windows,10,4.33,11283948.0,1920x1080,IPSPanel,1.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,"14.0""",AMD E-Series E2-6110 ,2.0,AMD Radeon R2,Windows,10,1.65,1769508.0,1366x768,,0.0,1.5,32.0,FlashStorage,0.0,NaN,AMD,AMD
Lenovo,Thinkpad X260,Ultrabook,"12.5""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,10,1.3,9772308.0,1366x768,IPSPanel,0.0,2.3,1.0,SSD,0.0,NaN,Intel,Intel
Dell,XPS 15,Notebook,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050,Windows,10,2.06,21314124.0,3840x2160,,1.0,2.8,512.0,SSD,0.0,NaN,Intel,Nvidia
Acer,Aspire 7,Notebook,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Linux,,2.4,6926868.0,1920x1080,,0.0,2.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
Asus,ZenBook UX430UA,Ultrabook,"14.0""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,1.25,9772308.0,1920x1080,,0.0,1.8,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IKB,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce 940MX,No OS,,2.2,5859916.92,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Nvidia
Chuwi,LapBook 12.3,Notebook,"12.3""",Intel Celeron Quad Core N3450 ,6.0,Intel HD Graphics 500,Windows,10,1.4,3992508.0,2736x1824,IPSPanelRetinaDisplay,0.0,1.1,64.0,FlashStorage,0.0,NaN,Intel,Intel
Toshiba,Portege Z30-C-16L,Ultrabook,"13.3""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.2,12119796.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Mediacom,SmartBook Edge,Notebook,"14.0""",Intel Celeron Quad Core N3450 ,4.0,Intel HD Graphics 500,Windows,10,1.45,3458988.0,1920x1080,IPSPanel,0.0,1.1,32.0,SSD,0.0,NaN,Intel,Intel
Toshiba,Tecra Z40-C-12X,Notebook,"14.0""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.47,9825660.0,1920x1080,IPSPanel,0.0,2.3,128.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i5 8250U ,4.0,AMD Radeon 530,Windows,10,2.2,6900192.0,1920x1080,,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,AMD
Dell,Inspiron 3552,Notebook,"15.6""",Intel Pentium Quad Core N3700 ,4.0,Intel HD Graphics,Windows,10,2.2,3947959.08,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050,Windows,10,2.0,16885908.0,3840x2160,IPSPanel,1.0,2.8,512.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,ThinkPad P70,Notebook,"17.3""",Intel Core i7 6820HQ ,16.0,Nvidia Quadro 3000M,Windows,7,2.4,26391456.0,3840x2160,IPSPanel,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Nvidia
Acer,Aspire A315-31,Notebook,"15.6""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Windows,10,2.1,3094416.0,1366x768,,0.0,1.1,1000.0,HDD,0.0,NaN,Intel,Intel
Acer,Aspire 3,Notebook,"15.6""",AMD A9-Series 9420 ,4.0,AMD Radeon R5,Windows,10,2.1,3512340.0,1366x768,,0.0,3.0,1000.0,HDD,0.0,NaN,AMD,AMD
Dell,Latitude E5570,Notebook,"15.6""",Intel Core i5 6300U ,8.0,Intel HD Graphics 520,Windows,10,2.09,9304944.48,1920x1080,,0.0,2.4,500.0,HDD,0.0,NaN,Intel,Intel
Acer,Aspire ES1-531,Notebook,"15.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,Linux,,2.4,2569788.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",Intel Core i5 7200U ,8.0,Nvidia GeForce GTX 940MX,No OS,,2.8,5237388.0,1600x900,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
HP,ProBook 450,Notebook,"15.6""",Intel Core i3 6100U ,4.0,Intel HD Graphics 520,Windows,10,2.07,5779800.0,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
HP,Probook 470,Notebook,"17.3""",Intel Core i5 7200U ,8.0,Nvidia GeForce 930MX,Windows,10,2.63,9603360.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i7 7500U ,8.0,AMD Radeon R5 M430,Linux,,2.3,7166863.08,1366x768,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,AMD
Lenovo,IdeaPad 510-15IKB,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce 940MX,No OS,,2.2,6304428.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 7567,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.62,8758620.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Apple,MacBook Pro,Ultrabook,"13.3""",Intel Core i5 ,8.0,Intel Iris Plus Graphics 650,macOS,,1.37,16037611.2,2560x1600,IPSPanelRetinaDisplay,0.0,3.1,256.0,SSD,0.0,NaN,Intel,Intel
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,"15.6""",AMD A6-Series A6-9220 ,8.0,AMD Radeon R4 Graphics,Windows,10,1.91,3964942.8,1366x768,,0.0,2.5,128.0,SSD,0.0,NaN,AMD,AMD
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce GTX 930MX,Windows,10,2.3,6998004.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i7 7500U ,4.0,AMD Radeon R5 M420,Windows,10,2.18,6571188.0,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,AMD
Lenovo,IdeaPad 100S-14IBR,Notebook,"14.0""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics,Windows,10,1.43,2436408.0,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,NaN,Intel,Intel
HP,Spectre 13-V111dx,Ultrabook,"13.3""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.11,11995308.0,1920x1080,IPSPanel,1.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,2.2,3636828.0,1920x1080,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Intel
Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Gaming,"15.6""",AMD FX 9830P ,8.0,AMD Radeon RX 560,Windows,10,2.45,6215508.0,1920x1080,,0.0,3.0,1000.0,HDD,0.0,NaN,AMD,AMD
HP,EliteBook 840,Ultrabook,"14.0""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,7,1.54,16628040.0,1920x1080,,0.0,2.5,512.0,SSD,0.0,NaN,Intel,Intel
Samsung,Notebook Odyssey,Notebook,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050,Windows,10,2.5,15107508.0,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Toshiba,Satellite Pro,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,2.0,7647120.0,1920x1080,IPSPanel,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
HP,ProBook 450,Notebook,"15.6""",Intel Core i7 8550U ,16.0,Intel UHD Graphics 620,Windows,10,2.1,10305828.0,1920x1080,,0.0,1.8,512.0,SSD,0.0,NaN,Intel,Intel
Asus,Pro P2540UA-XO0198T,Notebook,"15.6""",Intel Core i3 7100U ,4.0,Intel HD Graphics 620,Windows,10,2.37,3547819.08,1366x768,,0.0,2.4,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i5 7200U ,4.0,AMD Radeon R5 M420,Linux,,2.18,5059548.0,1920x1080,,0.0,2.5,128.0,SSD,0.0,NaN,Intel,AMD
MSI,GS73VR Stealth,Gaming,"17.3""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,2.43,17330419.08,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,Probook 470,Notebook,"17.3""",Intel Core i7 8550U ,16.0,Nvidia GeForce 930MX ,Windows,10,2.5,11301732.0,1920x1080,,0.0,1.8,512.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Vostro 3559,Notebook,"15.6""",Intel Core i5 6200U ,4.0,AMD Radeon R5 M315,Windows,7,2.24,6839281.8,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,AMD
MSI,GE63VR 7RF,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,2.8,18664308.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 7567,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050Ti,Linux,,2.62,8260668.0,1920x1080,,0.0,2.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
Acer,Nitro AN515-51,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.5,7522632.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel Core i3 6006U ,8.0,Nvidia GeForce 920MX ,No OS,,2.2,4081428.0,1366x768,,0.0,2.0,2000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 3552,Notebook,"15.6""",Intel Celeron Dual Core N3050 ,2.0,Intel HD Graphics,Windows,10,2.2,3370068.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.42,23030280.0,2560x1440,,1.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
HP,250 G4,Notebook,"15.6""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,No OS,,2.1,4241395.08,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
HP,Pavilion X360,2 in 1 Convertible,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.58,7439047.2,1366x768,IPSPanel,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050M,Windows,10,2.5,9861228.0,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Toshiba,Portege Z30-C-16Z,Notebook,"13.3""",Intel Core i5 6300U ,8.0,Intel HD Graphics 520,Windows,10,1.2,13649220.0,1920x1080,,0.0,2.4,256.0,SSD,0.0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.29,13133484.0,3200x1800,,1.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,"14.0""",AMD E-Series 6110 ,4.0,AMD Radeon R2,Windows,10 S,1.65,2471887.08,1366x768,,0.0,1.5,64.0,SSD,0.0,NaN,AMD,AMD
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1060,Windows,10,2.5,10572588.0,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
MSI,GE72VR Apache,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,2.7,14209416.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Acer,Aspire A517-51G,Notebook,"17.3""",Intel Core i5 8250U ,8.0,Nvidia GeForce MX150,Windows,10,3.0,7593768.0,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,Thinkpad E570,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Nvidia GeForce 940MX,Windows,10,2.3,8998615.08,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,"15.6""",AMD A9-Series 9420 ,4.0,AMD Radeon R5 M420,Windows,10,2.03,3583476.0,1366x768,,0.0,3.0,1000.0,HDD,0.0,NaN,AMD,AMD
Lenovo,ThinkPad T570,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.95,17454907.08,1920x1080,IPSPanel,0.0,2.5,512.0,SSD,0.0,NaN,Intel,Intel
MSI,GT73VR Titan,Gaming,"17.3""",Intel Core i7 7820HK ,16.0,Nvidia GeForce GTX 1070,Windows,10,4.14,24266268.0,1920x1080,,0.0,2.9,512.0,SSD,1000.0,HDD,Intel,Nvidia
MSI,GL72M 7REX,Gaming,"17.3""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,11990684.16,1920x1080,,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,Omen 17-w207nv,Gaming,"17.3""",Intel Core i7 7700HQ ,12.0,Nvidia GeForce GTX 1070,Windows,10,3.35,17775108.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i5 8250U ,8.0,AMD Radeon 530,Windows,10,2.2,7113600.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,AMD
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,"15.6""",Intel Core i7 7500U ,8.0,AMD Radeon 530,Windows,10,2.1,6624540.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,AMD
HP,EliteBook 1040,Ultrabook,"14.0""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.43,13338000.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude E5470,Notebook,"14.0""",Intel Core i3 6100U ,8.0,Intel HD Graphics 520,Windows,10,1.79,6580080.0,1366x768,,0.0,2.3,128.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i5 8250U ,4.0,AMD Radeon 530,Windows,10,2.2,6660108.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,AMD
Razer,Blade Pro,Gaming,"17.3""",Intel Core i7 7820HK ,32.0,Nvidia GeForce GTX 1080,Windows,10,3.49,48897108.0,3840x2160,,1.0,2.9,512.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Latitude 3580,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.95,7202520.0,1366x768,,0.0,2.5,128.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-14IAP,Notebook,"14.0""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,Windows,10,2.1,2658708.0,1366x768,,0.0,1.1,500.0,HDD,0.0,NaN,Intel,Intel
