manufacturer,model name,category,screen size,cpu,ram(GB),gpu,operating system,operating system version,weight(kg),price,resolution,screen_type,touchscreen,cpu_freq(GHz),storage_1_gb,storage_1_type,storage_2_gb,storage_2_type,cpu_brand,gpu_brand
HP,ProBook 430,Notebook,"13.3""",Intel Core i5 8250U ,4.0,Intel UHD Graphics 620,Windows,10,1.49,6455592.0,1920x1080,IPSPanel,0.0,1.6,128.0,SSD,0.0,NaN,Intel,Intel
HP,Noteb Pav,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Nvidia GeForce 940MX,Windows,10,1.91,8705268.0,1920x1080,IPSPanel,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Vostro 5568,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,2.18,7069140.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 5480,Notebook,"14.0""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.6,7780500.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
Acer,Swift 3,Notebook,"14.0""",Intel Core i3 7100U ,8.0,Intel HD Graphics 620,Windows,10,1.5,5504148.0,1920x1080,IPSPanel,0.0,2.4,128.0,SSD,0.0,NaN,Intel,Intel
Acer,Aspire 3,Notebook,"15.6""",AMD A9-Series 9420 ,4.0,AMD Radeon R5,Windows,10,2.1,4010292.0,1366x768,,0.0,3.0,256.0,SSD,0.0,NaN,AMD,AMD
HP,Omen 17-W006na,Gaming,"17.3""",Intel Core i5 6300HQ ,8.0,Nvidia GeForce GTX 965M,Windows,10,2.75,12439908.0,1920x1080,IPSPanel,0.0,2.3,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",Intel Pentium Quad Core N4200 ,4.0,Intel HD Graphics 505,Windows,10,2.2,2747628.0,1366x768,,0.0,1.1,1000.0,HDD,0.0,NaN,Intel,Intel
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.91,5148468.0,1366x768,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i5 7200U ,4.0,AMD Radeon R5 M430,Windows,10,2.3,5201820.0,1920x1080,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,AMD
HP,ZBook 15u,Notebook,"15.6""",Intel Core i5 7200U ,8.0,AMD FirePro W4190M ,Windows,10,1.9,10261368.0,1920x1080,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,AMD
Dell,Vostro 3559,Notebook,"15.6""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,7,2.24,6553404.0,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,"17.3""",Intel Core i5 7200U ,6.0,AMD Radeon 520,Windows,10,2.71,6215508.0,1920x1080,IPSPanel,0.0,2.5,2000.0,HDD,0.0,NaN,Intel,AMD
HP,250 G6,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,No OS,,1.86,3076543.08,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad E480,Notebook,"14.0""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.75,9327708.0,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Acer,Aspire E5-774G,Notebook,"17.3""",Intel Core i3 6006U ,8.0,Nvidia GeForce 940MX,Windows,10,3.3,5593068.0,1600x900,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Nvidia
Toshiba,Portege X30-D-10L,Ultrabook,"13.3""",Intel Core i7 7500U ,32.0,Intel HD Graphics 620,Windows,10,1.05,24888708.0,1920x1080,,1.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,"15.6""",Intel Pentium Quad Core N4200 ,4.0,Intel HD Graphics 500,Windows,10,2.0,2703168.0,1366x768,,0.0,1.1,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,No OS,,2.8,4792788.0,1600x900,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
Asus,Rog Strix,Gaming,"17.3""",AMD Ryzen 1700 ,8.0,AMD Radeon RX 580,Windows,10,3.2,11550708.0,1920x1080,,0.0,3.0,256.0,SSD,1000.0,HDD,AMD,AMD
Lenovo,IdeaPad 110-15ISK,Notebook,"15.6""",Intel Core i3 6006U ,4.0,AMD Radeon R5 M430,No OS,,2.2,4259268.0,1920x1080,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,AMD
Dell,Alienware 17,Gaming,"17.3""",Intel Core i7 7700HQ ,32.0,Nvidia GeForce GTX 1070,Windows,10,4.42,27986414.04,3840x2160,IPSPanel,0.0,2.8,512.0,SSD,1000.0,HDD,Intel,Nvidia
HP,17-bs000nv I3,Notebook,"17.3""",Intel Core i3 6006U ,4.0,AMD Radeon R5 520,Windows,10,2.5,6215508.0,1920x1080,IPSPanel,0.0,2.0,256.0,SSD,0.0,NaN,Intel,AMD
HP,Spectre x360,2 in 1 Convertible,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.26,12439819.08,1920x1080,IPSPanel,1.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,No OS,,2.3,5095116.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"14.0""",Intel Core i7 6500U ,8.0,Intel HD Graphics 520,Windows,10,1.8,14840748.0,1920x1080,IPSPanel,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,"15.6""",AMD A12-Series 9720P ,6.0,AMD Radeon 530,Windows,10,2.1,4703868.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,AMD,AMD
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,1.2,14040468.0,1920x1080,,0.0,1.8,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,"14.0""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.74,7993908.0,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Ideapad 310-15ISK,Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,Windows,10,1.85,3689290.8,1920x1080,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
HP,ProBook 650,Workstation,"15.6""",Intel Core i7 7820HQ ,8.0,Intel HD Graphics 620,Windows,10,2.31,13640328.0,1920x1080,IPSPanel,0.0,2.9,512.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.55,5859828.0,1920x1080,,1.0,1.6,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i7 7500U ,8.0,AMD Radeon R5 M430,Linux,,2.2,6660196.92,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,AMD
HP,Envy x360,2 in 1 Convertible,"13.3""",Intel Core i7 7500U ,16.0,Intel HD Graphics 620,Windows,10,1.42,12439908.0,3200x1800,,1.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.62,7282548.0,1920x1080,,1.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
MSI,GL72M 7RDX,Gaming,"17.3""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.7,9736740.0,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,VivoBook Max,Notebook,"15.6""",Intel Core i3 7100U ,4.0,Intel HD Graphics 620,Windows,10,2.0,3868020.0,1366x768,,0.0,2.4,1000.0,HDD,0.0,NaN,Intel,Intel
HP,Envy 17-U275cl,Notebook,"17.3""",Intel Core i7 8550U ,16.0,Nvidia GeForce MX150,Windows,10,2.9,9416628.0,1920x1080,IPSPanel,0.0,1.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
HP,EliteBook x360,2 in 1 Convertible,"13.3""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.28,15116400.0,1920x1080,,1.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.9,7335900.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
Acer,Spin 3,Notebook,"15.6""",Intel Core i3 7100U ,6.0,Intel HD Graphics 620,Windows,10,2.1,4259268.0,1920x1080,IPSPanel,1.0,2.4,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i3 6006U ,4.0,AMD Radeon R5 M420X,Windows,10,2.18,5459688.0,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,AMD
Dell,Inspiron 3552,Notebook,"15.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,Windows,10,1.8,2747628.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
HP,ProBook 650,Notebook,"14.0""",Intel Core i5 7300U ,8.0,Intel HD Graphics 620,Windows,10,2.31,9994608.0,1366x768,,0.0,2.6,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5,9594468.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,"15.6""",Intel Core i3 6006U ,4.0,AMD Radeon 520,Windows,10,2.1,4437108.0,1920x1080,,0.0,2.0,128.0,SSD,1000.0,HDD,Intel,AMD
Asus,Rog GL702VS-GC095T,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,2.9,18868824.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,9772308.0,1920x1080,IPSPanel,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,ROG G703VI-E5062T,Gaming,"17.3""",Intel Core i7 7820HK ,32.0,Nvidia GeForce GTX 1080,Windows,10,4.7,34589880.0,1920x1080,,0.0,2.9,512.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,XPS 13,2 in 1 Convertible,"13.3""",Intel Core i7 7Y75 ,8.0,Intel HD Graphics 615,Windows,10,1.24,17900485.2,3200x1800,,1.0,1.3,512.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude E7470,Notebook,"14.0""",Intel Core i5 6300U ,8.0,Intel HD Graphics 520,Windows,10,1.56,10928268.0,1920x1080,,0.0,2.4,256.0,SSD,0.0,NaN,Intel,Intel
HP,250 G6,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.86,4312620.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",AMD E-Series 9000 ,4.0,AMD Radeon R2 Graphics,Windows,10,2.2,2658708.0,1366x768,,0.0,2.2,500.0,HDD,0.0,NaN,AMD,AMD
Dell,Inspiron 7567,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.62,7993908.0,1920x1080,,0.0,2.8,1000.0,Hybrid,0.0,NaN,Intel,Nvidia
Acer,Aspire ES1-572,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Linux,,2.4,3928485.6,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
Asus,VivoBook X540YA-XX519T,Notebook,"15.6""",AMD E-Series 7110 ,4.0,AMD Radeon R2 Graphics,Windows,10,2.0,3103308.0,1366x768,,0.0,1.8,500.0,HDD,0.0,NaN,AMD,AMD
Acer,Aspire 5,Notebook,"15.6""",Intel Core i5 8250U ,12.0,Nvidia GeForce MX130,Windows,10,2.2,6170959.08,1366x768,IPSPanel,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,Nvidia
Asus,ZenBook Flip,2 in 1 Convertible,"15.6""",Intel Core i7 7500U ,12.0,Nvidia GeForce GT 940MX,Windows,10,2.26,9772308.0,1920x1080,,1.0,2.7,512.0,SSD,2000.0,HDD,Intel,Nvidia
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,"15.6""",Intel Pentium Quad Core N4200 ,4.0,Intel HD Graphics 505,Windows,10,2.0,3992508.0,1366x768,,0.0,1.1,1000.0,HDD,0.0,NaN,Intel,Intel
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,"15.6""",Intel Core i7 6700HQ ,8.0,Nvidia GeForce GTX 1060,Windows,10,2.2,10394748.0,1920x1080,,0.0,2.6,1000.0,HDD,0.0,NaN,Intel,Nvidia
Lenovo,ThinkPad 13,Notebook,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.44,8438508.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 1030,Ultrabook,"13.3""",Intel Core M 6Y75 ,16.0,Intel HD Graphics 515,Windows,10,1.16,17472780.0,3200x1800,IPSPanel,1.0,1.2,512.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 850,Notebook,"15.6""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.84,10839348.0,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i3 6006U ,4.0,AMD Radeon R5 M430,Linux,,2.25,4140293.04,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,AMD
Dell,Inspiron 3576,Notebook,"15.6""",Intel Core i5 8250U ,8.0,AMD Radeon 520,Linux,,2.2,5753124.0,1920x1080,,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,AMD
HP,Elitebook 840,Notebook,"14.0""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.48,14138280.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Asus,Rog GL753VE-DS74,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.99,15552108.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 7577,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.65,8883108.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
Apple,MacBook Pro,Ultrabook,"13.3""",Intel Core i5 ,8.0,Intel Iris Graphics 540,macOS,,1.37,12617748.0,2560x1600,IPSPanelRetinaDisplay,0.0,2.0,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",Intel Core i7 7500U ,6.0,Nvidia GeForce 940MX,Windows,10,2.8,7638228.0,1600x900,,0.0,2.7,128.0,SSD,1000.0,HDD,Intel,Nvidia
HP,Omen 17-an006nv,Gaming,"17.3""",Intel Core i7 7700HQ ,12.0,Nvidia GeForce GTX 1060,Windows,10,3.78,15107508.0,1920x1080,IPSPanel,0.0,2.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
Toshiba,Tecra A50-C-1ZV,Notebook,"15.6""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,10,2.2,9950148.0,1366x768,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
Chuwi,"LapBook 15.6""",Notebook,"15.6""",Intel Atom x5-Z8300 ,4.0,Intel HD Graphics,Windows,10,1.89,2178451.08,1920x1080,,0.0,1.44,64.0,FlashStorage,0.0,NaN,Intel,Intel
Toshiba,Portege Z30-C-1CV,Notebook,"13.3""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,7,1.2,10625940.0,1920x1080,,0.0,2.3,128.0,SSD,0.0,NaN,Intel,Intel
HP,Probook 450,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Nvidia GeForce 930MX,Windows,10,2.04,8705268.0,1920x1080,IPSPanel,0.0,2.7,128.0,SSD,1000.0,HDD,Intel,Nvidia
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,9683388.0,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i5 7200U ,8.0,AMD Radeon R5 M430,Windows,10,2.24,5023980.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,AMD
HP,15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),Ultrabook,"15.6""",Intel Core i7 8550U ,8.0,Intel HD Graphics 620,Windows,10,1.91,5859828.0,1920x1080,,0.0,1.8,256.0,SSD,0.0,NaN,Intel,Intel
HP,ZBook 15,Workstation,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia Quadro M2200,Windows,10,2.6,21509748.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Asus,ROG G701VO,Gaming,"17.3""",Intel Core i7 6820HK ,64.0,Nvidia GeForce GTX 980 ,Windows,10,3.58,35345700.0,1920x1080,IPSPanel,0.0,2.7,1000.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 7567,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62,14929668.0,3840x2160,,0.0,2.8,512.0,SSD,0.0,NaN,Intel,Nvidia
Acer,Aspire E5-576G,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Nvidia GeForce 940MX,Windows,10,2.23,5477472.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Nvidia
Toshiba,Tecra A40-C-1KF,Notebook,"14.0""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.75,8136180.0,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,"15.6""",Intel Core i7 6500U ,6.0,AMD Radeon R5 M330,Windows,10,2.19,6793488.0,1366x768,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,AMD
Lenovo,ThinkPad E580,Notebook,"15.6""",Intel Core i5 8250U ,8.0,AMD Radeon RX 550,Windows,10,2.1,10176894.0,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,1000.0,HDD,Intel,AMD
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i7 7500U ,16.0,Intel HD Graphics 620,Windows,10,1.2,23830560.0,3200x1800,,1.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
HP,ProBook 450,Notebook,"15.6""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,2.1,8020584.0,1366x768,IPSPanel,0.0,1.8,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 5770,Notebook,"17.3""",Intel Core i5 8250U ,8.0,AMD Radeon 530,Windows,10,2.8,9647820.0,1920x1080,,0.0,1.6,128.0,SSD,1000.0,HDD,Intel,AMD
Lenovo,ThinkPad X1,Ultrabook,"14.0""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.13,18219708.0,1920x1080,IPSPanel,0.0,2.7,256.0,FlashStorage,0.0,NaN,Intel,Intel
Dell,Inspiron 5567,Notebook,"15.6""",Intel Core i7 7500U ,16.0,AMD Radeon R7 M445,Windows,10,2.3,10503852.84,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,AMD
HP,Elitebook 820,Netbook,"12.5""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,7,2.4,14218308.0,1366x768,,0.0,2.3,128.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i7 8550U ,16.0,AMD Radeon 530,Linux,,2.02,9327708.0,1920x1080,,0.0,1.8,256.0,SSD,2000.0,HDD,Intel,AMD
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,2.04,4970628.0,1366x768,,1.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Latitude 7480,Ultrabook,"14.0""",Intel Core i7 7600U ,8.0,Intel HD Graphics,Windows,10,1.36,14938560.0,1920x1080,,0.0,2.8,512.0,SSD,0.0,NaN,Intel,Intel
HP,250 G6,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.86,4345431.48,1366x768,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.23,12439908.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
HP,Probook 470,Notebook,"17.3""",Intel Core i7 8550U ,8.0,Nvidia GeForce 930MX ,Windows,10,2.5,9052056.0,1920x1080,,0.0,1.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
Asus,VivoBook Max,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,2.0,5212401.48,1366x768,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Acer,Chromebook CB5-571-C1DZ,Notebook,"15.6""",Intel Celeron Dual Core 3205U ,4.0,Intel HD Graphics,Chrome OS,,2.2,3192228.0,1920x1080,IPSPanel,0.0,1.5,16.0,FlashStorage,0.0,NaN,Intel,Intel
Lenovo,ThinkPad X1,Ultrabook,"14.0""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.13,16672500.0,1920x1080,IPSPanel,0.0,2.5,256.0,FlashStorage,0.0,NaN,Intel,Intel
Apple,Macbook Air,Ultrabook,"13.3""",Intel Core i5 ,8.0,Intel HD Graphics 6000,macOS,,1.34,10303160.4,1440x900,,0.0,1.8,256.0,FlashStorage,0.0,NaN,Intel,Intel
Dell,Inspiron 7773,Notebook,"17.3""",Intel Core i7 8550U ,16.0,Nvidia GeForce 150MX,Windows,10,2.77,13773708.0,1920x1080,,1.0,1.8,512.0,SSD,0.0,NaN,Intel,Nvidia
HP,Omen 17-AN010nv,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050,Windows,10,3.78,13320216.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,XPS 13,2 in 1 Convertible,"13.3""",Intel Core i7 7Y75 ,16.0,Intel HD Graphics 615,Windows,10,1.22,16885908.0,3200x1800,,1.0,1.3,512.0,SSD,0.0,NaN,Intel,Intel
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,"15.6""",Intel Celeron Dual Core N3050 ,4.0,Intel HD Graphics,Windows,10,2.2,3281148.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
HP,ProBook 450,Notebook,"15.6""",Intel Core i3 7100U ,4.0,Intel HD Graphics 620,Windows,10,2.04,6091020.0,1920x1080,,0.0,2.4,500.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 7773,2 in 1 Convertible,"17.3""",Intel Core i5 8250U ,12.0,Nvidia GeForce 150MX,Windows,10,2.77,8883108.0,1920x1080,,1.0,1.6,1000.0,HDD,0.0,NaN,Intel,Nvidia
Lenovo,Yoga Book,2 in 1 Convertible,"10.1""",Intel Atom x5-Z8550 ,4.0,Intel HD Graphics 400,Windows,10,0.69,4259268.0,1920x1200,IPSPanel,1.0,1.44,64.0,FlashStorage,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel Core i3 6006U ,8.0,Intel HD Graphics 520,Windows,10,2.2,5237388.0,1366x768,,0.0,2.0,128.0,SSD,0.0,NaN,Intel,Intel
HP,250 G6,Notebook,"15.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,No OS,,1.86,2568898.8,1366x768,,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Alienware 15,Gaming,"15.6""",Intel Core i5 7300HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,3.21,18237492.0,1920x1080,,0.0,2.5,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Latitude E5270,Ultrabook,"12.5""",Intel Core i3 6100U ,4.0,Intel HD Graphics 520,Windows,7,1.5,10376697.24,1366x768,,0.0,2.3,128.0,SSD,0.0,NaN,Intel,Intel
Toshiba,Tecra X40-D-10H,Ultrabook,"14.0""",Intel Core i7 7500U ,16.0,Intel HD Graphics 620,Windows,10,1.24,16583580.0,1920x1080,,1.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 840,Notebook,"14.0""",Intel Core i7 7600U ,8.0,Intel HD Graphics 620,Windows,10,1.48,15552108.0,1920x1080,,0.0,2.8,1000.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 3570,Notebook,"15.6""",Intel Core i3 6100U ,4.0,Intel HD Graphics 520,Windows,10,2.06,4285766.16,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad T460,Ultrabook,"14.0""",Intel Core i7 6600U ,8.0,Intel HD Graphics 520,Windows,7,1.7,13329108.0,1920x1080,,0.0,2.6,256.0,SSD,0.0,NaN,Intel,Intel
MSI,GP62M 7REX,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.2,11550708.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,IdeaPad 110-15IBR,Notebook,"15.6""",Intel Celeron Quad Core N3710 ,8.0,Intel HD Graphics 405,No OS,,2.2,2925468.0,1366x768,,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad Y900-17ISK,Gaming,"17.3""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 980M,Windows,10,4.6,20362591.08,1920x1080,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Asus,VivoBook Flip,2 in 1 Convertible,"11.6""",Intel Celeron Dual Core N3350 ,2.0,Intel HD Graphics 500,Windows,10,1.1,2445300.0,1366x768,,1.0,1.1,32.0,FlashStorage,0.0,NaN,Intel,Intel
